1.271168480424192948e+00,2.000000000000000042e-02,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.206252099912735964e+00,1.008163265306122464e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.127658165664975787e+00,1.816326530612244750e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.040598613750780776e+00,2.624489795918367174e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
9.508467754480803835e-01,3.432653061224489877e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
8.643545202982588771e-01,4.240816326530612024e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
7.868575594435844867e-01,5.048979591836734171e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
7.234950834520003093e-01,5.857142857142857428e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
6.784689582468437230e-01,6.665306122448979576e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
6.547650794737425173e-01,7.473469387755101723e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
6.539553636165291728e-01,8.281632653061223870e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
6.760935067692208644e-01,9.089795918367347127e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
7.197114237936736991e-01,9.897959183673469274e-01,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
7.819166039992329065e-01,1.070612244897959142e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
8.585839272281020618e-01,1.151428571428571468e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
9.446292201131967214e-01,1.232244897959183572e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.034346411697229851e+00,1.313061224489795897e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.121785930026848010e+00,1.393877551020408223e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.201149246451261199e+00,1.474693877551020327e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.267173403523997210e+00,1.555510204081632653e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.315480026641168587e+00,1.636326530612244756e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.342865674801282383e+00,1.717142857142857082e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.347514275952359952e+00,1.797959183673469408e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.329117559332215759e+00,1.878775510204081511e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.288895498362938374e+00,1.959591836734693837e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.229515408434407320e+00,2.040408163265305941e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.154915064586040652e+00,2.121224489795918267e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.070041568991170644e+00,2.202040816326530592e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
9.805232851781107151e-01,2.282857142857142918e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
8.922965945837172397e-01,2.363673469387755244e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
8.112122269803981878e-01,2.444489795918367125e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
7.426472708707074766e-01,2.525306122448979451e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
6.911485932781293862e-01,2.606122448979591777e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
6.601313154567947095e-01,2.686938775510204103e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
6.516523400241052144e-01,2.767755102040816428e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
6.662739480048767149e-01,2.848571428571428310e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
7.030265113131277666e-01,2.929387755102040636e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
7.594727933834689582e-01,3.010204081632652962e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
8.318695738726502587e-01,3.091020408163265287e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
9.154158793316976572e-01,3.171836734693877613e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.004571358496942457e+00,3.252653061224489495e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.093423689226286299e+00,3.333469387755101820e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.176080652586392716e+00,3.414285714285714146e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.247060873800878822e+00,3.495102040816326472e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.301657318176344891e+00,3.575918367346938798e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.336249436869543228e+00,3.656734693877551123e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.348543262631272777e+00,3.737551020408163005e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.337723533640917006e+00,3.818367346938775331e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.304507757379565591e+00,3.899183673469387656e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.251098629310197108e+00,3.979999999999999982e+00,3.485552120890196837e-01,-3.195312120066959416e+00,9.553482489028619629e-01
1.266490321540095110e+00,2.000000000000000042e-02,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
1.183570811033053616e+00,1.008163265306122464e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
1.088347938298789508e+00,1.816326530612244750e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
9.872037718642834303e-01,2.624489795918367174e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
8.869172397617821613e-01,3.432653061224489877e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
7.942097892847057583e-01,4.240816326530612024e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
7.152948992424732477e-01,5.048979591836734171e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
6.554616374985817728e-01,5.857142857142857428e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
6.187201747785874284e-01,6.665306122448979576e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
6.075330132747405187e-01,7.473469387755101723e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
6.226499437598860265e-01,8.281632653061223870e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
6.630577927862639775e-01,9.089795918367347127e-01,3.925416175035355559e-01,-3.212412580856110367e+00,8.104902289784884362e-01
